Titles,Average salary,job_id
Blintze Roller,"$29,380.00",j_4788
Blow Down Helper,"$29,380.00",j_4789
Blow Off Worker,"$29,380.00",j_4790
Blow Pit Helper,"$29,380.00",j_4791
Boat Hoist Operator Helper,"$29,380.00",j_4792
Boat Loader Helper,"$29,380.00",j_4793
Bobbin Disker,"$29,380.00",j_4794
Bobbin Loose End Finder,"$29,380.00",j_4795
Boiler Helper,"$29,380.00",j_4796
Boiler Room Helper,"$29,380.00",j_4797
Boilermaker Helper,"$29,380.00",j_4798
Bolter Helper,"$29,380.00",j_4799
Bone Picker,"$29,380.00",j_4800
Boner,"$29,380.00",j_4801
Booker,"$29,380.00",j_4802
Boot and Shoe Laborer,"$29,380.00",j_4803
Bottler Helper,"$29,380.00",j_4804
Bottom Maker,"$29,380.00",j_4805
Box Blank Machine Operator Helper,"$29,380.00",j_4806
Brass Molder Helper,"$29,380.00",j_4807
Brewer Helper,"$29,380.00",j_4808
Brim Raiser,"$29,380.00",j_4809
Briner,"$29,380.00",j_4810
Briquette Machine Operator Helper,"$29,380.00",j_4811
Brusher,"$29,380.00",j_4812
Buckler and Lacer,"$29,380.00",j_4813
Bundle Breaker,"$29,380.00",j_4814
Burlap Spreader,"$29,380.00",j_4815
Busher,"$29,380.00",j_4816
Busher Helper,"$29,380.00",j_4817
Butcher Helper,"$29,380.00",j_4818
Buttoner,"$29,380.00",j_4819
Buzzsaw Operator Helper,"$29,380.00",j_4820
Cable Testers Helper,"$29,380.00",j_4821
Cable Worker Helper,"$29,380.00",j_4822
Cake Press Operator Helper,"$29,380.00",j_4823
Cake Wrapper,"$29,380.00",j_4824
Calciner Operator Helper,"$29,380.00",j_4825
Calender Let Off Helper,"$29,380.00",j_4826
Calender Machine Operator Helper,"$29,380.00",j_4827
Calender Operator Helper,"$29,380.00",j_4828
Calender Wind Up Helper,"$29,380.00",j_4829
Calender Worker Helper,"$29,380.00",j_4830
Can Filler,"$29,380.00",j_4831
Candy Spreader,"$29,380.00",j_4832
Cane Weigher Helper,"$29,380.00",j_4833
Cannery Worker,"$29,380.00",j_4834
Canvas Shop Laborer,"$29,380.00",j_4835
Canvas Shrinker,"$29,380.00",j_4836
Car Dumper Operator Helper,"$29,380.00",j_4837
Car Icer,"$29,380.00",j_4838
Car Worker Helper,"$29,380.00",j_4839
Carbon Furnace Operator Helper,"$29,380.00",j_4840
Carcass Washer,"$29,380.00",j_4841
Cardboard Inserter,"$29,380.00",j_4842
Carton Forming Machine Helper,"$29,380.00",j_4843
Caster Helper,"$29,380.00",j_4844
Casting House Worker,"$29,380.00",j_4845
Casting Machine Operator Helper,"$29,380.00",j_4846
Casting Operator Helper,"$29,380.00",j_4847
Casting Room Helper,"$29,380.00",j_4848
Casting Wheel Operator Helper,"$29,380.00",j_4849
Catalytic Converter Operator Helper,"$29,380.00",j_4850
Catcher Helper,"$29,380.00",j_4851
Cell Preparer,"$29,380.00",j_4852
Cell Tender Helper,"$29,380.00",j_4853
Channel Installer,"$29,380.00",j_4854
Char Dust Cleaner and Salvager,"$29,380.00",j_4855
Char Filter Operator Helper,"$29,380.00",j_4856
Charger Operator Helper,"$29,380.00",j_4857
Charm Filter Operator Helper,"$29,380.00",j_4858
Cheesemaking Laborer,"$29,380.00",j_4859
Chemical Compounder Helper,"$29,380.00",j_4860
Chemical Processing Laborer,"$29,380.00",j_4861
Chopper,"$29,380.00",j_4862
Chrome Plater Helper,"$29,380.00",j_4863
Circular Sawyer Helper,"$29,380.00",j_4864
Circus Laborer,"$29,380.00",j_4865
Clamp Remover,"$29,380.00",j_4866
Clamper,"$29,380.00",j_4867
Clarifier Operator Helper,"$29,380.00",j_4868
Cleaner,"$29,380.00",j_4869
Cleaner and Polisher,"$29,380.00",j_4870
Cloth Edge Singer,"$29,380.00",j_4871
Cloth Shrinking Machine Operators Helper,"$29,380.00",j_4872
Cloth Tearer,"$29,380.00",j_4873
Coater Helper,"$29,380.00",j_4874
Coating Machine Operator Helper,"$29,380.00",j_4875
Cocoa Bean Roaster Helper,"$29,380.00",j_4876
Color Dipper,"$29,380.00",j_4877
Color Strainer,"$29,380.00",j_4878
Commercial Baker Helper,"$29,380.00",j_4879
Company Laborer,"$29,380.00",j_4880
Compounder Helper,"$29,380.00",j_4881
Compressed Gas Plant Worker,"$29,380.00",j_4882
Concrete Plant Laborer,"$29,380.00",j_4883
Cone Treater,"$29,380.00",j_4884
Construction or Leak Gang Laborer,"$29,380.00",j_4885
Contact Acid Plant Operator Helper,"$29,380.00",j_4886
Continuous Pickling Line Pickler Helper,"$29,380.00",j_4887
Control Room Helper,"$29,380.00",j_4888
Conveyor Loader,"$29,380.00",j_4889
Cook Helper,"$29,380.00",j_4890
Cook House Laborer,"$29,380.00",j_4891
Cooler Room Worker,"$29,380.00",j_4892
Coppersmith Helper,"$29,380.00",j_4893
Core Setter,"$29,380.00",j_4894
Corrugator Helper,"$29,380.00",j_4895
Corrugator Operator Helper,"$29,380.00",j_4896
Cotton Ginner Helper,"$29,380.00",j_4897
Cotton Washer,"$29,380.00",j_4898
Covering Machine Operator Helper,"$29,380.00",j_4899
Creeler,"$29,380.00",j_4900
Creping Machine Operator Helper,"$29,380.00",j_4901
Crossband Layer,"$29,380.00",j_4902
Crutcher Helper,"$29,380.00",j_4903
Cuff Folder,"$29,380.00",j_4904
Cupola Melter Helper,"$29,380.00",j_4905
Cupola Tapper Helper,"$29,380.00",j_4906
Cupola Tender Helper,"$29,380.00",j_4907
Custom Feed Mill Operator Helper,"$29,380.00",j_4908
Cutch Cleaner,"$29,380.00",j_4909
Cutter Helper,"$29,380.00",j_4910
Cutter Operator Helper,"$29,380.00",j_4911
Cutting Machine Tender Helper,"$29,380.00",j_4912
Cylinder Die Machine Helper,"$29,380.00",j_4913
Dairy Helper,"$29,380.00",j_4914
Demolition Specialist,"$29,380.00",j_4915
Dental Ceramist Helper,"$29,380.00",j_4916
Depilatory Painter,"$29,380.00",j_4917
Digester Operator Helper,"$29,380.00",j_4918
Dipper,"$29,380.00",j_4919
Disc-Pad Knockout Worker,"$29,380.00",j_4920
Disc-Pad Plate Filler,"$29,380.00",j_4921
Distillation Operator Helper,"$29,380.00",j_4922
Distillery Miller Helper,"$29,380.00",j_4923
Distributor Cleaner,"$29,380.00",j_4924
Dock Hand,"$29,380.00",j_4925
Doll Wigs Hackler,"$29,380.00",j_4926
Dolly Pusher,"$29,380.00",j_4927
Doubler Helper,"$29,380.00",j_4928
Drawbench Operator Helper,"$29,380.00",j_4929
Drawing in Machine Tender Helper,"$29,380.00",j_4930
Dressmaker Helper,"$29,380.00",j_4931
Drier Helper,"$29,380.00",j_4932
Drier Operator Helper,"$29,380.00",j_4933
Drill Press Operator Helper,"$29,380.00",j_4934
Drip-Box Tender,"$29,380.00",j_4935
Drop Forger Helper,"$29,380.00",j_4936
Drop Hammer Operator Helper,"$29,380.00",j_4937
Drop-Wire Hanger,"$29,380.00",j_4938
Dry Cleaner Helper,"$29,380.00",j_4939
Dry Kiln Operator Helper,"$29,380.00",j_4940
Dry Press Operator Helper,"$29,380.00",j_4941
Drying Room Attendant,"$29,380.00",j_4942
Drying Unit Felting Machine Operator Helper,"$29,380.00",j_4943
Dust Box Worker,"$29,380.00",j_4944
Dust Collector-Treater,"$29,380.00",j_4945
Dust Puller,"$29,380.00",j_4946
Dye Reel Operator Helper,"$29,380.00",j_4947
Dye Weigher Helper,"$29,380.00",j_4948
Dyer,"$29,380.00",j_4949
Dyer Helper,"$29,380.00",j_4950
Dynamite Reclaimer,"$29,380.00",j_4951
Edger Machine Helper,"$29,380.00",j_4952
Egg Breaker,"$29,380.00",j_4953
Electric Welder Helper,"$29,380.00",j_4954
Electrician Helper,"$29,380.00",j_4955
Electrode Cleaner,"$29,380.00",j_4956
Electroplater Helper,"$29,380.00",j_4957
Electroplating Laborer,"$29,380.00",j_4958
Engine House Helper,"$29,380.00",j_4959
Engine Room Helper,"$29,380.00",j_4960
Evaporator Helper,"$29,380.00",j_4961
Extractor Operator Helper,"$29,380.00",j_4962
Extruder Operator Helper,"$29,380.00",j_4963
Fabric Lay-Out Worker,"$29,380.00",j_4964
Factory Hand,"$29,380.00",j_4965
Factory Helper,"$29,380.00",j_4966
Fagot Heater Helper,"$29,380.00",j_4967
Feed Mixer Helper,"$29,380.00",j_4968
Felt Hat Steamer,"$29,380.00",j_4969
Felting Machine Operator Helper,"$29,380.00",j_4970
Ferryboat Ticket Taker,"$29,380.00",j_4971
Filer Helper,"$29,380.00",j_4972
Filler Block Inserter-Remover,"$29,380.00",j_4973
Filler Room Attendant,"$29,380.00",j_4974
Filler Shredder Helper,"$29,380.00",j_4975
Filler Spreader,"$29,380.00",j_4976
Film Loader,"$29,380.00",j_4977
Filter Tank Tender Helper,"$29,380.00",j_4978
Filtering Machine Tender Helper,"$29,380.00",j_4979
Final Assembler,"$29,380.00",j_4980
Finisher,"$29,380.00",j_4981
Fireman Helper,"$29,380.00",j_4982
Fish Drier,"$29,380.00",j_4983
Fitter Helper,"$29,380.00",j_4984
Flatcar Whacker,"$29,380.00",j_4985
Floor Worker,"$29,380.00",j_4986
Flotation Tender Helper,"$29,380.00",j_4987
Flour Blender Helper,"$29,380.00",j_4988
Folder,"$29,380.00",j_4989
Food Production Worker,"$29,380.00",j_4990
Foot Worker,"$29,380.00",j_4991
Forge Helper,"$29,380.00",j_4992
Forge Operator Helper,"$29,380.00",j_4993
Forge Utility Worker,"$29,380.00",j_4994
Forgeman Helper,"$29,380.00",j_4995
Forger Helper,"$29,380.00",j_4996
Forming Machine Upkeep Mechanic Helper,"$29,380.00",j_4997
Foundry Finisher,"$29,380.00",j_4998
Foundry Helper,"$29,380.00",j_4999
Frame Hand,"$29,380.00",j_5000
Frame Stripper,"$29,380.00",j_5001
Frame Table Operator Helper,"$29,380.00",j_5002
Fringer,"$29,380.00",j_5003
Furnace Helper,"$29,380.00",j_5004
Furnace Mechanic Helper,"$29,380.00",j_5005
Furniture Cleaner,"$29,380.00",j_5006
Furniture Finisher Helper,"$29,380.00",j_5007
Gambreler Helper,"$29,380.00",j_5008
Garment Folder,"$29,380.00",j_5009
Garment Turner,"$29,380.00",j_5010
Garnisher,"$29,380.00",j_5011
Gas Leak Inspector Helper,"$29,380.00",j_5012
Gas Maker Helper,"$29,380.00",j_5013
Gas Pumping Station Helper,"$29,380.00",j_5014
General Distillery Worker,"$29,380.00",j_5015
General Foundry Worker,"$29,380.00",j_5016
General Helper,"$29,380.00",j_5017
General Laborer,"$29,380.00",j_5018
General Lithographic Worker,"$29,380.00",j_5019
Ginner Helper,"$29,380.00",j_5020
Glass Blower Helper,"$29,380.00",j_5021
Glass Cutter Helper,"$29,380.00",j_5022
Glove Former,"$29,380.00",j_5023
Glove Turner,"$29,380.00",j_5024
Goods Layer,"$29,380.00",j_5025
Greaser,"$29,380.00",j_5026
Greaser Helper,"$29,380.00",j_5027
Grizzly Worker,"$29,380.00",j_5028
Hammerer Helper,"$29,380.00",j_5029
Hammersmith Helper,"$29,380.00",j_5030
Hand Assembler,"$29,380.00",j_5031
Hand Bobbin Cleaner,"$29,380.00",j_5032
Hand Coke Drawer,"$29,380.00",j_5033
Hand Drawer-in Helper,"$29,380.00",j_5034
Hand Etcher Helper,"$29,380.00",j_5035
Hand Finisher,"$29,380.00",j_5036
Hand Folder,"$29,380.00",j_5037
Hand Former Helper,"$29,380.00",j_5038
Hand Glove Cleaner,"$29,380.00",j_5039
Hand Plate Stacker,"$29,380.00",j_5040
Hand Spring Repairer Helper,"$29,380.00",j_5041
Hand Stemmer,"$29,380.00",j_5042
Hand Suture Winder,"$29,380.00",j_5043
Hand Washer,"$29,380.00",j_5044
Hander-In,"$29,380.00",j_5045
Handkerchief Folder,"$29,380.00",j_5046
Hardener Helper,"$29,380.00",j_5047
Hat Conditioner,"$29,380.00",j_5048
Hatch Tender,"$29,380.00",j_5049
Heat Treater Helper,"$29,380.00",j_5050
Heater Engineer Helper,"$29,380.00",j_5051
Heater Helper,"$29,380.00",j_5052
Heater Room Helper,"$29,380.00",j_5053
Heavy Forger Helper,"$29,380.00",j_5054
Heel Dipper,"$29,380.00",j_5055
Helper,"$29,380.00",j_5056
Hide Handler,"$29,380.00",j_5057
High-Density Press Laborer,"$29,380.00",j_5058
Hogshead Opener,"$29,380.00",j_5059
Hook Puller,"$29,380.00",j_5060
Hot Metal Mixer Operator Helper,"$29,380.00",j_5061
Hot Saw Helper,"$29,380.00",j_5062
Hot Top Liner Helper,"$29,380.00",j_5063
Ice Cream Freezer Assistant,"$29,380.00",j_5064
Ice Cream Freezer Helper,"$29,380.00",j_5065
Igniter Capper,"$29,380.00",j_5066
Impregnator and Drier Helper,"$29,380.00",j_5067
Impregnator Helper,"$29,380.00",j_5068
Incinerator Plant Laborer,"$29,380.00",j_5069
Industrial Laborer,"$29,380.00",j_5070
Insole and Heel Stiffener,"$29,380.00",j_5071
Installer Helper,"$29,380.00",j_5072
Internal Combustion Engine Assembler Helper,"$29,380.00",j_5073
Iron Molder Helper,"$29,380.00",j_5074
Jewel Stringer,"$29,380.00",j_5075
Jig Builder Helper,"$29,380.00",j_5076
Jigger,"$29,380.00",j_5077
Keeper Helper,"$29,380.00",j_5078
Kiln Burner Helper,"$29,380.00",j_5079
Kiln Drawer,"$29,380.00",j_5080
Kiln Loader,"$29,380.00",j_5081
Kiln Operator Helper,"$29,380.00",j_5082
Kiln Worker,"$29,380.00",j_5083
Kitchen Helper,"$29,380.00",j_5084
Knitter Helper,"$29,380.00",j_5085
Knitting Machine Operator Helper,"$29,380.00",j_5086
Label Coder,"$29,380.00",j_5087
Label Remover,"$29,380.00",j_5088
Laborer,"$29,380.00",j_5089
Lacer,"$29,380.00",j_5090
Lacer and Tier,"$29,380.00",j_5091
Ladle Liner Helper,"$29,380.00",j_5092
Lamination Spinner,"$29,380.00",j_5093
Larriman Helper,"$29,380.00",j_5094
Last Puller,"$29,380.00",j_5095
Laundry Helper,"$29,380.00",j_5096
Laundry Laborer,"$29,380.00",j_5097
Laundry Worker,"$29,380.00",j_5098
Lead Burner Helper,"$29,380.00",j_5099
Lead Caster Helper,"$29,380.00",j_5100
Lead Handler,"$29,380.00",j_5101
Leaf Conditioner,"$29,380.00",j_5102
Leaf Conditioner Helper,"$29,380.00",j_5103
Leather Softener,"$29,380.00",j_5104
Lime Kiln Worker Helper,"$29,380.00",j_5105
Line Helper,"$29,380.00",j_5106
Line Mover,"$29,380.00",j_5107
Liner Helper,"$29,380.00",j_5108
Liner Inserter,"$29,380.00",j_5109
Liner Machine Operator Helper,"$29,380.00",j_5110
Lines Tender,"$29,380.00",j_5111
Lining Scrubber,"$29,380.00",j_5112
Linseed Oil Order Filler,"$29,380.00",j_5113
Liquefaction and Regasification Helper,"$29,380.00",j_5114
Liquor Bridge Operator Helper,"$29,380.00",j_5115
Lithographer Helper,"$29,380.00",j_5116
Loading Dock Helper,"$29,380.00",j_5117
Log Loader Helper,"$29,380.00",j_5118
Log Washer,"$29,380.00",j_5119
Loom Changeover Operator,"$29,380.00",j_5120
Loom Fixer Helper,"$29,380.00",j_5121
Machine Helper,"$29,380.00",j_5122
Machine Hoop Maker Helper,"$29,380.00",j_5123
Machine Long Goods Helper,"$29,380.00",j_5124
Machine Operator,"$29,380.00",j_5125
Machinist Helper,"$29,380.00",j_5126
Make Up Operator Helper,"$29,380.00",j_5127
Manual Plate Filler,"$29,380.00",j_5128
Manufacturing Assistant,"$29,380.00",j_5129
Manufacturing Helper,"$29,380.00",j_5130
Match-Up Worker,"$29,380.00",j_5131
Material Handler,"$29,380.00",j_5132
Mattress Stripper,"$29,380.00",j_5133
Melter Helper,"$29,380.00",j_5134
Metal Bonding Helper,"$29,380.00",j_5135
Metal Fabricating Shop Helper,"$29,380.00",j_5136
Metal Hanging Helper,"$29,380.00",j_5137
Mexican Food Maker,"$29,380.00",j_5138
Mill Operator Helper,"$29,380.00",j_5139
Miller Helper,"$29,380.00",j_5140
Milliner Helper,"$29,380.00",j_5141
Millwright Helper,"$29,380.00",j_5142
Mixer Helper,"$29,380.00",j_5143
Mold Capper Helper,"$29,380.00",j_5144
Mold Cleaner,"$29,380.00",j_5145
Mold Closer,"$29,380.00",j_5146
Mold Insert Changer,"$29,380.00",j_5147
Mold Maker Helper,"$29,380.00",j_5148
Mold Parter,"$29,380.00",j_5149
Mold Sheet Cleaner,"$29,380.00",j_5150
Mold Worker,"$29,380.00",j_5151
Molder Helper,"$29,380.00",j_5152
Molding Utility Worker,"$29,380.00",j_5153
Monorail Helper,"$29,380.00",j_5154
Motor Polarizer,"$29,380.00",j_5155
Mud Mixer Helper,"$29,380.00",j_5156
Multiple Drum Sander Helper,"$29,380.00",j_5157
Naphthalene Operator Helper,"$29,380.00",j_5158
Neck Skewer,"$29,380.00",j_5159
Needle Punch Machine Operator Helper,"$29,380.00",j_5160
Novelty Worker,"$29,380.00",j_5161
Nut and Bolt Assembler,"$29,380.00",j_5162
Nut Process Helper,"$29,380.00",j_5163
Odd Bundle Worker,"$29,380.00",j_5164
Oil Spot Washer,"$29,380.00",j_5165
Oil Well Service Operator Helper,"$29,380.00",j_5166
Open Hearth Helper,"$29,380.00",j_5167
Order Runner,"$29,380.00",j_5168
Oriental Rug Stretcher,"$29,380.00",j_5169
Ornamental Metal Worker Helper,"$29,380.00",j_5170
Oven Dauber,"$29,380.00",j_5171
Oven Heater Helper,"$29,380.00",j_5172
Paint Pourer,"$29,380.00",j_5173
Pairer,"$29,380.00",j_5174
Pan Helper,"$29,380.00",j_5175
Paper Inserter,"$29,380.00",j_5176
Paper Processing Machine Helper,"$29,380.00",j_5177
Parachute Line Tier,"$29,380.00",j_5178
Parachute Marker,"$29,380.00",j_5179
Parts Remover,"$29,380.00",j_5180
Patcher Helper,"$29,380.00",j_5181
Pattern Ruler,"$29,380.00",j_5182
Petroleum Refinery Laborer,"$29,380.00",j_5183
Petroleum Refinery Worker,"$29,380.00",j_5184
Photostat Operator Helper,"$29,380.00",j_5185
Pick Remover,"$29,380.00",j_5186
Picker,"$29,380.00",j_5187
Picker Tender Helper,"$29,380.00",j_5188
Picking Table Worker,"$29,380.00",j_5189
Pickler,"$29,380.00",j_5190
Pickler Helper,"$29,380.00",j_5191
Pig Lead Melter Helper,"$29,380.00",j_5192
Pig Machine Operator Helper,"$29,380.00",j_5193
Pillow Cleaner,"$29,380.00",j_5194
Pilot Control Operator Helper,"$29,380.00",j_5195
Pinner,"$29,380.00",j_5196
Pipe Racker,"$29,380.00",j_5197
Pipelines Laborer,"$29,380.00",j_5198
Piper Helper,"$29,380.00",j_5199
Plate Take-Out Worker,"$29,380.00",j_5200
Plater Helper,"$29,380.00",j_5201
Pointer Helper,"$29,380.00",j_5202
Pole Peeling Machine Operator Helper,"$29,380.00",j_5203
Polymerization Helper,"$29,380.00",j_5204
Porcelain Enamel Laborer,"$29,380.00",j_5205
Poultry Hanger,"$29,380.00",j_5206
Pourer,"$29,380.00",j_5207
Powerhouse Laborer,"$29,380.00",j_5208
Press Hand,"$29,380.00",j_5209
Press Helper,"$29,380.00",j_5210
Press Worker Helper,"$29,380.00",j_5211
Pressure Washer,"$29,380.00",j_5212
Prestressed Concrete Laborer,"$29,380.00",j_5213
Print Shop Helper,"$29,380.00",j_5214
Printer Helper,"$29,380.00",j_5215
Printer Slotter Helper,"$29,380.00",j_5216
Processor Helper,"$29,380.00",j_5217
Production Control Specialist,"$29,380.00",j_5218
Production Laborer,"$29,380.00",j_5219
Production Line Operator,"$29,380.00",j_5220
Production Specialist,"$29,380.00",j_5221
Production Worker,"$29,380.00",j_5222
Puddler Helper,"$29,380.00",j_5223
Puff Ironer,"$29,380.00",j_5224
Pug Mill Operator Helper,"$29,380.00",j_5225
Pulverizer,"$29,380.00",j_5226
Pumper Helper,"$29,380.00",j_5227
Purification Operator Helper,"$29,380.00",j_5228
Putty Mixer and Applier,"$29,380.00",j_5229
Radio Mechanic Helper,"$29,380.00",j_5230
Rag Sorter and Cutter,"$29,380.00",j_5231
Rags Laborer,"$29,380.00",j_5232
Raker,"$29,380.00",j_5233
Raveler,"$29,380.00",j_5234
Raw Cheese Worker,"$29,380.00",j_5235
Reagent Tender Helper,"$29,380.00",j_5236
Recovery Operator Helper,"$29,380.00",j_5237
Recyclable Products Sorter,"$29,380.00",j_5238
Reduction Furnace Operator Helper,"$29,380.00",j_5239
Refinery Operator Helper,"$29,380.00",j_5240
Reheater Helper,"$29,380.00",j_5241
Retort Furnace Helper,"$29,380.00",j_5242
Returned Case Inspector,"$29,380.00",j_5243
Reverser,"$29,380.00",j_5244
Rigger Helper,"$29,380.00",j_5245
Riveter Helper,"$29,380.00",j_5246
Rocket Test-Fire Worker,"$29,380.00",j_5247
Rod and Tube Straightener,"$29,380.00",j_5248
Roller Helper,"$29,380.00",j_5249
Rolling Mill Operator Helper,"$29,380.00",j_5250
Roof Cement and Paint Maker Helper,"$29,380.00",j_5251
Rope Cleaner,"$29,380.00",j_5252
Rotary Shear Worker Helper,"$29,380.00",j_5253
Rougher Helper,"$29,380.00",j_5254
Roving Department End Finder,"$29,380.00",j_5255
Rug Cleaner,"$29,380.00",j_5256
Rug Cleaner Helper,"$29,380.00",j_5257
Rug Cutter Helper,"$29,380.00",j_5258
Rug Dyer Helper,"$29,380.00",j_5259
Rug Inspector Helper,"$29,380.00",j_5260
Salvage Laborer,"$29,380.00",j_5261
Sample Case Porter,"$29,380.00",j_5262
Sand Filler,"$29,380.00",j_5263
Sawyer Helper,"$29,380.00",j_5264
Scorer Helper,"$29,380.00",j_5265
Scrapper,"$29,380.00",j_5266
Screen Printer Helper,"$29,380.00",j_5267
Screen Printing Cloth Spreader,"$29,380.00",j_5268
Screen Printing Machine Operator Helper,"$29,380.00",j_5269
Screen Printing Paster,"$29,380.00",j_5270
Screen Tender Helper,"$29,380.00",j_5271
Seal Mixer,"$29,380.00",j_5272
Seam Steamer,"$29,380.00",j_5273
Seasonal Greenery Bundler,"$29,380.00",j_5274
Section Hand Helper,"$29,380.00",j_5275
Sequins Stringer,"$29,380.00",j_5276
Service Person,"$29,380.00",j_5277
Service Worker Helper,"$29,380.00",j_5278
Setter Helper,"$29,380.00",j_5279
Shactor Helper,"$29,380.00",j_5280
Shade Cloth Finisher,"$29,380.00",j_5281
Shaker,"$29,380.00",j_5282
Shank Taper,"$29,380.00",j_5283
Shaver,"$29,380.00",j_5284
Shear Grinder Operator Helper,"$29,380.00",j_5285
Shear Helper,"$29,380.00",j_5286
Shear Operator Helper,"$29,380.00",j_5287
Shearer Helper,"$29,380.00",j_5288
Sheet Heater Helper,"$29,380.00",j_5289
Sheet Turner,"$29,380.00",j_5290
Sheller,"$29,380.00",j_5291
Shellfish Shucker,"$29,380.00",j_5292
Shipfitter Helper,"$29,380.00",j_5293
Shipping Room Helper,"$29,380.00",j_5294
Shipyard Laborer,"$29,380.00",j_5295
Shoe Cleaner,"$29,380.00",j_5296
Shoe Coverer,"$29,380.00",j_5297
Shoe Repairer Helper,"$29,380.00",j_5298
Shoe Turner,"$29,380.00",j_5299
Short Goods Drier,"$29,380.00",j_5300
Shrouder,"$29,380.00",j_5301
Sifter,"$29,380.00",j_5302
Sign Painter Helper,"$29,380.00",j_5303
Signal Helper,"$29,380.00",j_5304
Signal Worker Helper,"$29,380.00",j_5305
Signaler,"$29,380.00",j_5306
Skating Rink Ice Maker,"$29,380.00",j_5307
Skein Winding Operator,"$29,380.00",j_5308
Skein Yarn Dyer Helper,"$29,380.00",j_5309
Skull Grinder,"$29,380.00",j_5310
Slasher Tender Helper,"$29,380.00",j_5311
Slat Basket Maker Helper,"$29,380.00",j_5312
Slice Plug Cutter Operator Helper,"$29,380.00",j_5313
Slime Plant Operator Helper,"$29,380.00",j_5314
Slitter Creaser Slotter Helper,"$29,380.00",j_5315
Slitting Machine Operator Helper,"$29,380.00",j_5316
Slotter Operator Helper,"$29,380.00",j_5317
Slunk Skin Curer,"$29,380.00",j_5318
Smoke Room Operator,"$29,380.00",j_5319
Smoked Meat Preparer,"$29,380.00",j_5320
Snow Shoveler,"$29,380.00",j_5321
Soaker Helper,"$29,380.00",j_5322
Sock Ironer,"$29,380.00",j_5323
Socket Welder Helper,"$29,380.00",j_5324
Soda Room Operator,"$29,380.00",j_5325
Solder Making Laborer,"$29,380.00",j_5326
Sole Scraper,"$29,380.00",j_5327
Spanner,"$29,380.00",j_5328
Spar Machine Operator Helper,"$29,380.00",j_5329
Specialty Finishing Utility Person,"$29,380.00",j_5330
Spiral Tube Winder Helper,"$29,380.00",j_5331
Splicer,"$29,380.00",j_5332
Splicer Helper,"$29,380.00",j_5333
Splitting Machine Operator Helper,"$29,380.00",j_5334
Spout Liner Helper,"$29,380.00",j_5335
Spout Tender,"$29,380.00",j_5336
Spout Worker,"$29,380.00",j_5337
Spray Painter Helper,"$29,380.00",j_5338
Spreader,"$29,380.00",j_5339
Stamper,"$29,380.00",j_5340
Station Helper,"$29,380.00",j_5341
Steamer,"$29,380.00",j_5342
Steel Pourer Helper,"$29,380.00",j_5343
Stenciler,"$29,380.00",j_5344
Still Operator Helper,"$29,380.00",j_5345
Still Worker Helper,"$29,380.00",j_5346
Stitch Bonder Machine Operator Helper,"$29,380.00",j_5347
Stitch Bonding Machine Tender Helper,"$29,380.00",j_5348
Stocklayer,"$29,380.00",j_5349
Stone Driller Helper,"$29,380.00",j_5350
Stopper Maker Helper,"$29,380.00",j_5351
Stores Laborer,"$29,380.00",j_5352
Stove Bottom Worker,"$29,380.00",j_5353
Stranding Machine Operator Helper,"$29,380.00",j_5354
Straw Hat Washer Operator,"$29,380.00",j_5355
Street and Building Decorator,"$29,380.00",j_5356
Street Cleaner,"$29,380.00",j_5357
Street Light Cleaner,"$29,380.00",j_5358
Stretcher Helper,"$29,380.00",j_5359
Stretcher Leveler Operator Helper,"$29,380.00",j_5360
Stretcher-Drier Operator,"$29,380.00",j_5361
Substation Operator Helper,"$29,380.00",j_5362
Support Team Member,"$29,380.00",j_5363
Suture Polisher,"$29,380.00",j_5364
Switchboard Wire Worker Helper,"$29,380.00",j_5365
Syrup Machine Laborer,"$29,380.00",j_5366
Syrup Mixer Assistant,"$29,380.00",j_5367
Syrup Mixer Helper,"$29,380.00",j_5368
Table Cover Folder,"$29,380.00",j_5369
Table Hand,"$29,380.00",j_5370
Table Worker,"$29,380.00",j_5371
Tablet Making Machine Operator Helper,"$29,380.00",j_5372
Tack Puller,"$29,380.00",j_5373
Tailings Dam Laborer,"$29,380.00",j_5374
Tailor Helper,"$29,380.00",j_5375
Tailor's Aide,"$29,380.00",j_5376
Tank House Operator Helper,"$29,380.00",j_5377
Tank Setter Helper,"$29,380.00",j_5378
Tapper Helper,"$29,380.00",j_5379
Tar Chaser,"$29,380.00",j_5380
Telephone Directory Deliverer,"$29,380.00",j_5381
Test Department Helper,"$29,380.00",j_5382
Tester Operator Helper,"$29,380.00",j_5383
Thread Separator,"$29,380.00",j_5384
Tie Binder,"$29,380.00",j_5385
Tin Can Laborer,"$29,380.00",j_5386
Tin Container Straightener,"$29,380.00",j_5387
Tinsmith Helper,"$29,380.00",j_5388
Tomb Maker Helper,"$29,380.00",j_5389
Toolmaker Helper,"$29,380.00",j_5390
Toolroom Helper,"$29,380.00",j_5391
Top Precipitator Operator Helper,"$29,380.00",j_5392
Tower Attendant,"$29,380.00",j_5393
Track Oiler,"$29,380.00",j_5394
Treater Helper,"$29,380.00",j_5395
Treating Engineer Helper,"$29,380.00",j_5396
Trimmer Helper,"$29,380.00",j_5397
Tube Cleaner,"$29,380.00",j_5398
Tube Machine Operator Helper,"$29,380.00",j_5399
Tuber Machine Operator Helper,"$29,380.00",j_5400
Tumbler Machine Operator Helper,"$29,380.00",j_5401
